"datetime","out","in"
"2020-02-01 09:20:00","9.6098200000e+08","4.7942860000e+09"
"2020-02-01 09:25:00","1.0136381875e+09","4.7566335000e+09"
"2020-02-01 09:30:00","9.7113100000e+08","4.6295980000e+09"
"2020-02-01 09:35:00","1.0364740625e+09","4.7422370000e+09"
"2020-02-01 09:40:00","1.0198539375e+09","4.6909555000e+09"
"2020-02-01 09:45:00","1.0578067500e+09","4.7586235000e+09"
"2020-02-01 09:50:00","1.0022355000e+09","4.8545340000e+09"
"2020-02-01 09:55:00","1.0404895000e+09","4.8462335000e+09"
"2020-02-01 10:00:00","1.1272780000e+09","4.8780580000e+09"
"2020-02-01 10:05:00","9.7507293750e+08","4.7412285000e+09"
"2020-02-01 10:10:00","1.0385151250e+09","4.6799900000e+09"
"2020-02-01 10:15:00","1.0757540000e+09","4.7971575000e+09"
"2020-02-01 10:20:00","1.1014045000e+09","5.1492740000e+09"
"2020-02-01 10:25:00","1.2382452500e+09","5.1607330000e+09"
"2020-02-01 10:30:00","1.3002931250e+09","4.5481405000e+09"
"2020-02-01 10:35:00","1.4933922500e+09","4.6739470000e+09"
"2020-02-01 10:40:00","1.5527483750e+09","4.9741450000e+09"
"2020-02-01 10:45:00","1.6133457500e+09","4.6773175000e+09"
"2020-02-01 10:50:00","1.6401576250e+09","4.5592410000e+09"
"2020-02-01 10:55:00","1.6406516250e+09","4.6548840000e+09"
"2020-02-01 11:00:00","1.5389416250e+09","4.5364815000e+09"
"2020-02-01 11:05:00","1.4854412500e+09","4.5397525000e+09"
"2020-02-01 11:10:00","1.5953695000e+09","4.7560210000e+09"
"2020-02-01 11:15:00","1.3643137500e+09","5.2345820000e+09"
"2020-02-01 11:20:00","1.1912973750e+09","5.2053355000e+09"
"2020-02-01 11:25:00","1.1584117500e+09","5.3186650000e+09"
"2020-02-01 11:30:00","1.1243992500e+09","5.2269865000e+09"
"2020-02-01 11:35:00","1.0700781250e+09","5.0135085000e+09"
"2020-02-01 11:40:00","1.1346638750e+09","5.2515105000e+09"
"2020-02-01 11:45:00","1.1772948750e+09","5.2287005000e+09"
"2020-02-01 11:50:00","1.2103758750e+09","5.4438960000e+09"
"2020-02-01 11:55:00","1.1426528750e+09","5.2108640000e+09"
"2020-02-01 12:00:00","1.1972650000e+09","5.0905455000e+09"
"2020-02-01 12:05:00","1.2000020000e+09","5.0848825000e+09"
"2020-02-01 12:10:00","1.1901580000e+09","4.8155325000e+09"
"2020-02-01 12:15:00","1.1865521250e+09","4.9944910000e+09"
"2020-02-01 12:20:00","1.2633417500e+09","5.2195105000e+09"
"2020-02-01 12:25:00","1.2303507500e+09","5.1767985000e+09"
"2020-02-01 12:30:00","1.2801892500e+09","4.9090865000e+09"
"2020-02-01 12:35:00","1.4106336250e+09","5.0716360000e+09"
"2020-02-01 12:40:00","1.4765392500e+09","5.3186465000e+09"
"2020-02-01 12:45:00","1.5731102500e+09","4.9818115000e+09"
"2020-02-01 12:50:00","1.6311411250e+09","5.2162465000e+09"
"2020-02-01 12:55:00","1.5011371250e+09","4.8327535000e+09"
"2020-02-01 13:00:00","1.8138233750e+09","5.8127590000e+09"
"2020-02-01 13:05:00","1.6924602500e+09","5.5777270000e+09"
"2020-02-01 13:10:00","1.9698860000e+09","6.4353255000e+09"
"2020-02-01 13:15:00","1.8264418750e+09","5.8193510000e+09"
"2020-02-01 13:20:00","1.7122688750e+09","5.3150075000e+09"
"2020-02-01 13:25:00","1.5122646250e+09","4.8321835000e+09"
"2020-02-01 13:30:00","1.4271925000e+09","4.3733430000e+09"
"2020-02-01 13:35:00","1.3668818750e+09","4.2921305000e+09"
"2020-02-01 13:40:00","1.3605808750e+09","4.3208955000e+09"
"2020-02-01 13:45:00","1.3979821250e+09","4.4164910000e+09"
"2020-02-01 13:50:00","1.3741497500e+09","4.5273170000e+09"
"2020-02-01 13:55:00","1.3544262500e+09","4.3354190000e+09"
"2020-02-01 14:00:00","1.5463410000e+09","4.5674015000e+09"
"2020-02-01 14:05:00","1.5176543750e+09","4.7783075000e+09"
"2020-02-01 14:10:00","1.5084035000e+09","4.4595425000e+09"
"2020-02-01 14:15:00","1.4029512500e+09","4.2699770000e+09"
"2020-02-01 14:20:00","1.4722870000e+09","4.5588825000e+09"
"2020-02-01 14:25:00","1.6172791250e+09","4.9146535000e+09"
"2020-02-01 14:30:00","1.4889811250e+09","4.6284110000e+09"
"2020-02-01 14:35:00","1.5337117500e+09","4.5368820000e+09"
"2020-02-01 14:40:00","1.5161228750e+09","4.4447860000e+09"
"2020-02-01 14:45:00","1.4548022500e+09","4.3615380000e+09"
"2020-02-01 14:50:00","1.7079663750e+09","4.9074110000e+09"
"2020-02-01 14:55:00","1.5607780000e+09","5.0257780000e+09"
"2020-02-01 15:00:00","1.6863656250e+09","5.0436400000e+09"
"2020-02-01 15:05:00","1.6682826250e+09","5.3458605000e+09"
"2020-02-01 15:10:00","1.5940712500e+09","4.8157780000e+09"
"2020-02-01 15:15:00","1.5174225000e+09","4.5008375000e+09"
"2020-02-01 15:20:00","1.5034018750e+09","4.4845205000e+09"
"2020-02-01 15:25:00","1.4346817500e+09","4.7291920000e+09"
"2020-02-01 15:30:00","1.5779296250e+09","4.7553495000e+09"
"2020-02-01 15:35:00","1.3332475000e+09","4.1631680000e+09"
"2020-02-01 15:40:00","1.4385278750e+09","4.2305390000e+09"
"2020-02-01 15:45:00","1.4453406250e+09","4.4696135000e+09"
"2020-02-01 15:50:00","1.5637640000e+09","5.4344660000e+09"
"2020-02-01 15:55:00","1.5670301250e+09","5.3089395000e+09"
"2020-02-01 16:00:00","1.2804698750e+09","4.4130650000e+09"
"2020-02-01 16:05:00","1.4072038750e+09","4.7773640000e+09"
"2020-02-01 16:10:00","1.5657548750e+09","5.2193380000e+09"
"2020-02-01 16:15:00","1.7097892500e+09","5.9626780000e+09"
"2020-02-01 16:20:00","1.4828625000e+09","4.9726580000e+09"
"2020-02-01 16:25:00","1.3188286250e+09","4.9004440000e+09"
"2020-02-01 16:30:00","1.2041783750e+09","4.3922150000e+09"
"2020-02-01 16:35:00","1.3739883750e+09","4.4327125000e+09"
"2020-02-01 16:40:00","1.4504952500e+09","4.4455950000e+09"
"2020-02-01 16:45:00","1.4005270000e+09","4.3097625000e+09"
"2020-02-01 16:50:00","1.4087861250e+09","4.3869205000e+09"
"2020-02-01 16:55:00","1.2738778750e+09","4.0806802500e+09"
"2020-02-01 17:00:00","1.3407825000e+09","4.0381505000e+09"
"2020-02-01 17:05:00","1.3672250000e+09","4.5193145000e+09"
"2020-02-01 17:10:00","1.3099196250e+09","3.9963465000e+09"
"2020-02-01 17:15:00","1.3300761250e+09","4.2565365000e+09"
"2020-02-01 17:20:00","1.3696515000e+09","4.3976085000e+09"
"2020-02-01 17:25:00","1.4893992500e+09","4.7512090000e+09"
"2020-02-01 17:30:00","1.4928303750e+09","4.5712010000e+09"
"2020-02-01 17:35:00","1.6856332500e+09","5.2898325000e+09"
"2020-02-01 17:40:00","1.4216821250e+09","4.4195375000e+09"
"2020-02-01 17:45:00","1.7368522500e+09","5.3358810000e+09"
"2020-02-01 17:50:00","1.4500721250e+09","4.5685710000e+09"
"2020-02-01 17:55:00","1.4449181250e+09","4.7430800000e+09"
"2020-02-01 18:00:00","1.3176440000e+09","4.2862390000e+09"
"2020-02-01 18:05:00","1.3693161250e+09","4.3316870000e+09"
"2020-02-01 18:10:00","1.2982045000e+09","4.1286437500e+09"
"2020-02-01 18:15:00","1.3442225000e+09","4.2216875000e+09"
"2020-02-01 18:20:00","1.4133896250e+09","4.5021350000e+09"
"2020-02-01 18:25:00","1.3747550000e+09","4.5736275000e+09"
"2020-02-01 18:30:00","1.5359588750e+09","4.6299125000e+09"
"2020-02-01 18:35:00","1.3627652500e+09","4.7013845000e+09"
"2020-02-01 18:40:00","1.5362635000e+09","4.8558365000e+09"
"2020-02-01 18:45:00","1.5457642500e+09","4.8916880000e+09"
"2020-02-01 18:50:00","1.5954613750e+09","5.1423655000e+09"
"2020-02-01 18:55:00","1.5188058750e+09","4.9262040000e+09"
"2020-02-01 19:00:00","1.6171581250e+09","5.2671515000e+09"
"2020-02-01 19:05:00","1.4810536250e+09","4.6486865000e+09"
"2020-02-01 19:10:00","1.4345432500e+09","4.5467820000e+09"
"2020-02-01 19:15:00","1.3683498750e+09","4.6593280000e+09"
"2020-02-01 19:20:00","1.6217042500e+09","5.3257690000e+09"
"2020-02-01 19:25:00","1.7306207500e+09","5.6002860000e+09"
"2020-02-01 19:30:00","1.6660468750e+09","5.5265285000e+09"
"2020-02-01 19:35:00","1.6298543750e+09","5.4913160000e+09"
"2020-02-01 19:40:00","1.4808612500e+09","4.9846195000e+09"
"2020-02-01 19:45:00","1.3832927500e+09","4.5547120000e+09"
"2020-02-01 19:50:00","1.4498080000e+09","4.6391730000e+09"
"2020-02-01 19:55:00","1.5930810000e+09","5.1259755000e+09"
"2020-02-01 20:00:00","1.6496762500e+09","5.0091765000e+09"
"2020-02-01 20:05:00","1.5162995000e+09","5.1940545000e+09"
"2020-02-01 20:10:00","1.3127186250e+09","4.4263725000e+09"
"2020-02-01 20:15:00","1.1870358750e+09","4.2766995000e+09"
"2020-02-01 20:20:00","1.2368243750e+09","4.3779800000e+09"
"2020-02-01 20:25:00","1.2108577500e+09","4.7190595000e+09"
"2020-02-01 20:30:00","1.3901756250e+09","4.9301935000e+09"
"2020-02-01 20:35:00","1.3964942500e+09","4.8243775000e+09"
"2020-02-01 20:40:00","1.6615471250e+09","5.3647210000e+09"
"2020-02-01 20:45:00","1.7263901250e+09","5.6861880000e+09"
"2020-02-01 20:50:00","1.7780742500e+09","5.7988220000e+09"
"2020-02-01 20:55:00","1.6277828750e+09","5.2241100000e+09"
"2020-02-01 21:00:00","1.6454973750e+09","5.5940605000e+09"
"2020-02-01 21:05:00","1.6116480000e+09","5.4478820000e+09"
"2020-02-01 21:10:00","1.6640296250e+09","5.6894530000e+09"
"2020-02-01 21:15:00","1.6023373750e+09","5.3900010000e+09"
"2020-02-01 21:20:00","1.6392921250e+09","5.7041210000e+09"
"2020-02-01 21:25:00","1.3678295000e+09","4.9617810000e+09"
"2020-02-01 21:30:00","1.3207026250e+09","4.5918680000e+09"
"2020-02-01 21:35:00","1.2145648750e+09","4.4395805000e+09"
"2020-02-01 21:40:00","1.3702697500e+09","4.3434455000e+09"
"2020-02-01 21:45:00","1.4856003750e+09","4.7781565000e+09"
"2020-02-01 21:50:00","1.5705621250e+09","5.1859995000e+09"
"2020-02-01 21:55:00","1.5179923750e+09","5.1976965000e+09"
"2020-02-01 22:00:00","1.4682973750e+09","5.2577375000e+09"
"2020-02-01 22:05:00","1.4636000000e+09","5.2474770000e+09"
"2020-02-01 22:10:00","1.5604817500e+09","5.6706300000e+09"
"2020-02-01 22:15:00","1.3256340000e+09","4.9886740000e+09"
"2020-02-01 22:20:00","1.1595363750e+09","4.4231400000e+09"
"2020-02-01 22:25:00","1.3469407500e+09","5.0636320000e+09"
"2020-02-01 22:30:00","1.2491782500e+09","4.6916150000e+09"
"2020-02-01 22:35:00","1.1720125000e+09","4.5500730000e+09"
"2020-02-01 22:40:00","1.0986637500e+09","4.1583950000e+09"
"2020-02-01 22:45:00","9.6953812500e+08","3.7104032500e+09"
"2020-02-01 22:50:00","9.6082481250e+08","3.7165867500e+09"
"2020-02-01 22:55:00","1.0847147500e+09","4.0135382500e+09"
"2020-02-01 23:00:00","1.1317788750e+09","4.4371605000e+09"
"2020-02-01 23:05:00","1.1565300000e+09","4.2858635000e+09"
"2020-02-01 23:10:00","1.0804736250e+09","4.4649070000e+09"
"2020-02-01 23:15:00","1.0425382500e+09","4.6748000000e+09"
"2020-02-01 23:20:00","1.0851178750e+09","4.7762640000e+09"
"2020-02-01 23:25:00","1.1125723750e+09","4.3781950000e+09"
"2020-02-01 23:30:00","1.1192498750e+09","4.2532625000e+09"
"2020-02-01 23:35:00","1.0647263750e+09","4.3995615000e+09"
"2020-02-01 23:40:00","1.0514126250e+09","4.6205690000e+09"
"2020-02-01 23:45:00","1.0026203125e+09","4.5509165000e+09"
"2020-02-01 23:50:00","9.7861393750e+08","4.5270410000e+09"
"2020-02-01 23:55:00","9.8588050000e+08","4.4891140000e+09"
"2020-02-02 00:00:00","9.7007143750e+08","4.4828865000e+09"
"2020-02-02 00:05:00","1.0305637500e+09","4.8862455000e+09"
"2020-02-02 00:10:00","1.1090393750e+09","4.8989605000e+09"
"2020-02-02 00:15:00","1.1114685000e+09","4.9784630000e+09"
"2020-02-02 00:20:00","1.1207980000e+09","5.0545785000e+09"
"2020-02-02 00:25:00","1.0972542500e+09","4.7812765000e+09"
"2020-02-02 00:30:00","1.1262731250e+09","4.6627600000e+09"
"2020-02-02 00:35:00","1.2072595000e+09","4.9209605000e+09"
"2020-02-02 00:40:00","1.1873907500e+09","4.6411420000e+09"
"2020-02-02 00:45:00","1.1274302500e+09","4.6266085000e+09"
"2020-02-02 00:50:00","1.1000313750e+09","4.5422980000e+09"
"2020-02-02 00:55:00","1.0529165000e+09","4.7366615000e+09"
"2020-02-02 01:00:00","1.1217968750e+09","4.7373295000e+09"
"2020-02-02 01:05:00","9.5337550000e+08","4.1385790000e+09"
"2020-02-02 01:10:00","1.0465169375e+09","4.5402490000e+09"
"2020-02-02 01:15:00","8.0992050000e+08","2.9957197500e+09"
"2020-02-02 01:20:00","6.3900768750e+08","2.2939527500e+09"
"2020-02-02 01:25:00","6.1292812500e+08","2.0040917500e+09"
"2020-02-02 01:30:00","9.5823706250e+08","4.1962210000e+09"
"2020-02-02 01:35:00","9.4242262500e+08","4.4514145000e+09"
"2020-02-02 01:40:00","9.8355593750e+08","4.5330540000e+09"
"2020-02-02 01:45:00","9.5233700000e+08","4.3470305000e+09"
"2020-02-02 01:50:00","9.0873056250e+08","4.0973942500e+09"
"2020-02-02 01:55:00","9.3108981250e+08","4.0390792500e+09"
"2020-02-02 02:00:00","1.0586230000e+09","4.0734012500e+09"
"2020-02-02 02:05:00","1.1027392500e+09","3.8344572500e+09"
"2020-02-02 02:10:00","8.0527000000e+08","1.9279518750e+09"
"2020-02-02 02:15:00","7.0823056250e+08","1.6963270000e+09"
"2020-02-02 02:20:00","6.7680231250e+08","1.4227037500e+09"
"2020-02-02 02:25:00","6.7041118750e+08","1.4547381250e+09"
"2020-02-02 02:30:00","6.8100675000e+08","1.4568311250e+09"
"2020-02-02 02:35:00","6.1527675000e+08","1.3828991250e+09"
"2020-02-02 02:40:00","6.2423212500e+08","1.3941948750e+09"
"2020-02-02 02:45:00","6.4260725000e+08","1.3455396250e+09"
"2020-02-02 02:50:00","6.4645906250e+08","1.3217927500e+09"
"2020-02-02 02:55:00","7.2326250000e+08","1.4354047500e+09"
"2020-02-02 03:00:00","6.8451737500e+08","1.4470902500e+09"
"2020-02-02 03:05:00","7.5440912500e+08","1.4520960000e+09"
"2020-02-02 03:10:00","8.0139725000e+08","1.4961281250e+09"
"2020-02-02 03:15:00","8.1916843750e+08","1.4926885000e+09"
"2020-02-02 03:20:00","7.9732768750e+08","1.5492087500e+09"
"2020-02-02 03:25:00","8.3708506250e+08","1.6025201250e+09"
"2020-02-02 03:30:00","1.1081572500e+09","1.8824055000e+09"
"2020-02-02 03:35:00","1.2496518750e+09","1.9164968750e+09"
"2020-02-02 03:40:00","1.2941671250e+09","2.0597456250e+09"
"2020-02-02 03:45:00","1.1037268750e+09","1.8362366250e+09"
"2020-02-02 03:50:00","1.1530780000e+09","1.8513805000e+09"
"2020-02-02 03:55:00","1.1385073750e+09","1.8454548750e+09"
"2020-02-02 04:00:00","1.1335097500e+09","1.7643335000e+09"
"2020-02-02 04:05:00","1.0400278125e+09","1.6852740000e+09"
"2020-02-02 04:10:00","1.0946293750e+09","1.8008628750e+09"
"2020-02-02 04:15:00","9.7130837500e+08","1.6477202500e+09"
"2020-02-02 04:20:00","9.0356443750e+08","1.5473442500e+09"
"2020-02-02 04:25:00","9.6999643750e+08","1.5388567500e+09"
"2020-02-02 04:30:00","8.7389981250e+08","1.4545762500e+09"
"2020-02-02 04:35:00","8.2632625000e+08","1.4590857500e+09"
"2020-02-02 04:40:00","8.7593106250e+08","1.4316540000e+09"
"2020-02-02 04:45:00","8.1058625000e+08","1.2382577500e+09"
"2020-02-02 04:50:00","7.5855425000e+08","1.1928278750e+09"
"2020-02-02 04:55:00","7.5871462500e+08","1.3013467500e+09"
"2020-02-02 05:00:00","7.7273418750e+08","1.2476992500e+09"
"2020-02-02 05:05:00","8.4209081250e+08","1.3117920000e+09"
"2020-02-02 05:10:00","7.9387106250e+08","1.2104483750e+09"
"2020-02-02 05:15:00","7.1858975000e+08","1.3053710000e+09"
"2020-02-02 05:20:00","7.2109437500e+08","1.2600352500e+09"
"2020-02-02 05:25:00","7.2560168750e+08","1.1256132500e+09"
"2020-02-02 05:30:00","7.0228531250e+08","1.2017073750e+09"
"2020-02-02 05:35:00","7.0538506250e+08","1.2037166250e+09"
"2020-02-02 05:40:00","7.2132156250e+08","1.2324890000e+09"
"2020-02-02 05:45:00","6.6885400000e+08","1.1849537500e+09"
"2020-02-02 05:50:00","6.4459125000e+08","1.0156066250e+09"
"2020-02-02 05:55:00","6.4522337500e+08","1.0863903750e+09"
"2020-02-02 06:00:00","5.4500737500e+08","9.2178143750e+08"
"2020-02-02 06:05:00","5.0775115625e+08","8.9449700000e+08"
"2020-02-02 06:10:00","5.7084343750e+08","9.9541987500e+08"
"2020-02-02 06:15:00","5.0126590625e+08","9.1647962500e+08"
"2020-02-02 06:20:00","5.2441812500e+08","9.4906218750e+08"
"2020-02-02 06:25:00","5.0698996875e+08","9.6669856250e+08"
"2020-02-02 06:30:00","3.3807187500e+08","7.2648450000e+08"
"2020-02-02 06:35:00","2.8946946875e+08","6.6134881250e+08"
"2020-02-02 06:40:00","2.6585681250e+08","6.6614993750e+08"
"2020-02-02 06:45:00","2.5649623438e+08","6.0813675000e+08"
"2020-02-02 06:50:00","2.7060584375e+08","5.9076237500e+08"
"2020-02-02 06:55:00","7.1603556250e+08","2.5295855000e+09"
"2020-02-02 07:00:00","8.5426037500e+08","3.4734730000e+09"
"2020-02-02 07:05:00","8.7738712500e+08","3.7074807500e+09"
"2020-02-02 07:10:00","8.8074956250e+08","3.9759857500e+09"
"2020-02-02 07:15:00","9.0624918750e+08","4.2987295000e+09"
"2020-02-02 07:20:00","9.7525987500e+08","4.6186285000e+09"
"2020-02-02 07:25:00","1.0705038750e+09","4.7924700000e+09"
"2020-02-02 07:30:00","1.0817667500e+09","5.1333935000e+09"
"2020-02-02 07:35:00","1.0480935625e+09","5.3724495000e+09"
"2020-02-02 07:40:00","1.1180452500e+09","5.3903725000e+09"
"2020-02-02 07:45:00","7.0807737500e+08","2.5121230000e+09"
"2020-02-02 07:50:00","1.0173999375e+09","4.7816030000e+09"
"2020-02-02 07:55:00","1.0434902500e+09","5.3927745000e+09"
"2020-02-02 08:00:00","1.0435030625e+09","5.5950535000e+09"
"2020-02-02 08:05:00","9.5119768750e+08","5.3575910000e+09"
"2020-02-02 08:10:00","9.2868043750e+08","5.4033185000e+09"
"2020-02-02 08:15:00","9.4079200000e+08","5.1401825000e+09"
"2020-02-02 08:20:00","9.3917962500e+08","4.7592585000e+09"
"2020-02-02 08:25:00","9.5905781250e+08","4.7028540000e+09"
"2020-02-02 08:30:00","9.9530212500e+08","4.8005835000e+09"
"2020-02-02 08:35:00","9.0043062500e+08","4.5986905000e+09"
"2020-02-02 08:40:00","9.2913837500e+08","4.8275530000e+09"
"2020-02-02 08:45:00","9.0533056250e+08","4.9032370000e+09"
"2020-02-02 08:50:00","9.3779362500e+08","4.8344530000e+09"
"2020-02-02 08:55:00","9.6565912500e+08","4.5551150000e+09"
"2020-02-02 09:00:00","9.2401562500e+08","4.6069540000e+09"
"2020-02-02 09:05:00","9.6192937500e+08","4.8063320000e+09"
"2020-02-02 09:10:00","9.8715450000e+08","5.0216135000e+09"
